This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"KAPN","ALPENA CO. R",-83.5644,45.0717,210,"ASOS","2740"
"KART","WATERTOWN IN",-76.0217,43.9919,99,"ASOS","2755"
"KAST","ASTORIA/CLAT",-123.8825,46.1569,3,"ASOS","2763"
"KATL","ATLANTA INTL",-84.4422,33.6297,312,"ASOS","2766"
"KATT","AUSTIN CITY",-97.7000,30.3000,189,"ASOS","2768"
"KAUG","AUGUSTA STAT",-69.7972,44.3206,107,"ASOS","2774"
"KAUW","WAUSAU MUNIC",-89.6267,44.9286,366,"ASOS","2780"
"KAVL","ASHEVILLE MU",-82.5375,35.4319,660,"ASOS","2783"
"KAVP","WILKES-BARRE",-75.7267,41.3389,293,"ASOS","2784"
"KAXN","ALEXANDRIA/C",-95.3942,45.8686,434,"ASOS","2793"
"KBAB","BEALE AFB/MA",-121.4300,39.1300,34,"ASOS","2802"
"KBAD","BARKSDALE AF",-93.6700,32.5000,51,"ASOS","2804"
"KBDL","HARTFORD/BRA",-72.6825,41.9381,53,"ASOS","2824"
"KBFF","SCOTTSBLUFF/",-103.5858,41.8669,1208,"ASOS","2833"
"KBFI","SEATTLE/BOEI",-122.3136,47.5458,5,"ASOS","2834"
"KBGM","BINGHAMTON/B",-75.9814,42.2078,496,"ASOS","2842"
"KBGR","BANGOR INTL",-68.8186,44.7972,58,"ASOS","2843"
"KBHM","BIRMINGHAM M",-86.7450,33.5656,196,"ASOS","2846"
"KBIH","BISHOP AIRPO",-118.3581,37.3711,1256,"ASOS","2852"
"KBIL","BILLINGS/LOG",-108.5422,45.8069,1112,"ASOS","2854"
"KBIS","BISMARCK MUN",-100.7572,46.7825,511,"ASOS","2855"
"KBIX","KEESLER AFB/",-88.9200,30.4200,10,"ASOS","2858"
"KBKF","BUCKLEY ANGB",-104.7581,39.7100,1726,"ASOS","2866"
"KBKW","BECKLEY MEMO",-81.1247,37.7950,763,"ASOS","2872"
"KBLF","BLUEFIELD/ME",-81.2078,37.2958,871,"ASOS","2874"
"KBLI","BELLINGHAM I",-122.5392,48.7994,48,"ASOS","2876"
"KBLU","BLUE CANYON",-120.7081,39.2761,1610,"ASOS","2878"
"KBLV","SCOTT AFB/BE",-89.8500,38.5500,138,"ASOS","2879"
"KBNA","NASHVILLE ME",-86.6892,36.1189,182,"ASOS","2886"
"KBNO","BURNS MUNI (",-118.9564,43.5950,1263,"ASOS","2888"
"KBOI","BOISE MUNICI",-116.2406,43.5667,871,"ASOS","2891"
"KBOS","BOSTON/LOGAN",-71.0106,42.3606,6,"ASOS","2893"
"KBPI","BIG PINEY (A",-110.1031,42.5789,2126,"ASOS","2898"
"KBPT","BEAUMONT/POR",-94.0208,29.9508,5,"ASOS","2901"
"KBRO","BROWNSVILLE",-97.4231,25.9142,7,"ASOS","2907"
"KBSM","AUSTIN-BERGS",-97.6700,30.1944,165,"ASOS","2909"
"KBTM","BUTTE/BERT M",-112.4975,45.9547,1690,"ASOS","2912"
"KBTR","BATON ROUGE/",-91.1469,30.5372,21,"ASOS","2915"
"KBTV","BURLINGTON I",-73.1503,44.4681,101,"ASOS","2917"
"KBUF","BUFFALO INTL",-78.7358,42.9408,220,"ASOS","2918"
"KBUR","BURBANK/GLEN",-118.3647,34.1997,236,"ASOS","2920"
"KBVE","BOOTHVILLE",-89.4000,29.3300,0,"ASOS","2923"
"KBWG","BOWLING GREE",-86.4239,37.9642,166,"ASOS","2933"
"KBWI","BALTIMORE/WA",-76.6833,39.1667,44,"ASOS","2934"
"KBZN","BOZEMAN/GALL",-111.1608,45.7881,1364,"ASOS","2942"
"KCAE","COLUMBIA MET",-81.1181,33.9419,71,"ASOS","2953"
"KCAK","AKRON-CANTON",-81.4425,40.9181,374,"ASOS","2955"
"KCAO","CLAYTON MUNI",-103.1531,36.4483,1513,"ASOS","2956"
"KCBM","COLUMBUS AFB",-88.4500,33.6500,67,"ASOS","2963"
"KCDC","CEDAR CITY M",-113.0967,37.7067,1715,"ASOS","2971"
"KCEW","CRESTVIEW/BO",-86.5200,30.7722,65,"ASOS","2983"
"KCGI","CAPE GIRARDE",-89.5783,37.2256,104,"ASOS","2992"
"KCHA","CHATTANOOGA/",-85.2000,35.0333,207,"ASOS","2996"
"KCHS","CHARLESTOWN",-80.0406,32.8989,14,"ASOS","3003"
"KCID","CEDAR RAPIDS",-91.7239,41.8828,263,"ASOS","3005"
"KCLE","CLEVELAND/HO",-81.8528,41.4050,241,"ASOS","3018"
"KCLT","CHARLOTTE/DO",-80.9486,35.2133,228,"ASOS","3024"
"KCMH","PORT COLUMBU",-82.8764,39.9950,248,"ASOS","3027"
"KCNK","CONCORDIA(AW",-97.6506,39.5514,453,"ASOS","3035"
"KCOD","CODY MUNI (A",-109.0200,44.5200,1553,"ASOS","3042"
"KCON","CONCORD MUNI",-71.5011,43.1953,105,"ASOS","3047"
"KCOS","COLORADO SPR",-104.7108,38.8158,1881,"ASOS","3049"
"KCOT","COTULLA MUNI",-99.2203,28.4583,145,"ASOS","3050"
"KCOU","COLUMBIA REG",-92.2183,38.8169,271,"ASOS","3051"
"KCPR","CASPER/NATRO",-106.4731,42.8975,1630,"ASOS","3054"
"KCRG","JACKSONVILLE",-81.5147,30.3361,12,"ASOS","3067"
"KCRP","CORPUS CHRIS",-97.5128,27.7731,13,"ASOS","3069"
"KCRW","CHARLESTON/K",-81.5914,38.3794,299,"ASOS","3073"
"KCSG","COLUMBUS MET",-84.9422,32.5161,121,"ASOS","3074"
"KCSV","CROSSVILLE M",-85.0850,35.9514,573,"ASOS","3078"
"KCVG","CINCINNATI/C",-84.6717,39.0431,273,"ASOS","3090"
"KCVS","CANNON AFB/C",-103.3200,34.3800,1309,"ASOS","3094"
"KCXY","HARRISBURG/C",-76.8514,40.2172,106,"ASOS","3104"
"KCYS","CHEYENNE/WAR",-104.8069,41.1578,1876,"ASOS","3106"
"KDAA","FORT BELVOIR",-77.1800,38.7200,21,"ASOS","3124"
"KDAB","DAYTONA BEAC",-81.0600,29.1772,10,"ASOS","3125"
"KDAL","DALLAS/LOVE",-96.8556,32.8525,148,"ASOS","3127"
"KDAY","DAYTON/JAMES",-84.2186,39.9061,307,"ASOS","3131"
"KDCA","WASHINGTON/N",-77.0342,38.8483,4,"ASOS","3134"
"KDDC","DODGE CITY(A",-99.9697,37.7728,790,"ASOS","3137"
"KDEC","DECATUR AIRP",-88.8656,39.8344,208,"ASOS","3139"
"KDET","DETROIT CITY",-83.0100,42.4092,191,"ASOS","3144"
"KDFW","DALLAS/FT WO",-97.0219,32.8969,183,"ASOS","3147"
"KDHN","DOTHAN MUNIC",-85.4497,31.3214,122,"ASOS","3149"
"KDLF","LAUGHLIN AFB",-100.4667,29.1167,294,"ASOS","3159"
"KDLH","DULUTH INTL",-92.2261,46.8428,435,"ASOS","3160"
"KDMA","DAVIS-MONTHA",-110.8800,32.1700,824,"ASOS","3165"
"KDNR","DENVER / STA",-104.8667,39.7833,1626,"ASOS","3174"
"KDOV","DOVER AFB",-75.4700,39.1300,9,"ASOS","3177"
"KDPA","W. CHICAGO/D",-88.2511,41.8964,231,"ASOS","3178"
"KDSM","DES MOINES I",-93.6661,41.5378,291,"ASOS","3188"
"KDTW","DETROIT METR",-83.3308,42.2314,194,"ASOS","3194"
"KDUJ","DU BOIS (AWO",-78.9000,41.1800,554,"ASOS","3200"
"KEAT","WENATCHEE/PA",-120.2069,47.3989,381,"ASOS","3230"
"KEAU","EAU CLAIRE C",-91.4850,44.8653,277,"ASOS","3231"
"KEFD","HOUSTON/ELLI",-95.1700,29.6000,10,"ASOS","3249"
"KEGE","EAGLE CO. RE",-106.9200,39.6500,1993,"ASOS","3253"
"KELM","ELMIRA/CORNI",-76.9028,42.1564,291,"ASOS","3270"
"KELP","EL PASO INTL",-106.3758,31.8111,1206,"ASOS","3273"
"KELY","ELY/YELLAND",-114.8453,39.2950,1907,"ASOS","3274"
"KEND","VANCE AFB/EN",-97.9200,36.3300,398,"ASOS","3280"
"KENV","WENDOVER (AU",-114.0300,40.7300,1292,"ASOS","3282"
"KERI","ERIE INTL AI",-80.1825,42.0800,223,"ASOS","3291"
"KEUG","EUGENE/MAHLO",-123.2144,44.1333,111,"ASOS","3303"
"KEVV","EVANSVILLE R",-87.5203,38.0431,127,"ASOS","3307"
"KEWN","NEW BERN/CRA",-77.0472,35.0675,5,"ASOS","3311"
"KEWR","NEWARK INTL",-74.1694,40.6825,5,"ASOS","3312"
"KEYW","KEY WEST INT",-81.7536,24.5536,1,"ASOS","3317"
"KFAR","FARGO/HECTOR",-96.8111,46.9253,274,"ASOS","3341"
"KFAT","FRESNO AIR T",-119.7194,36.7800,101,"ASOS","3342"
"KFBG","FORT BRAGG/S",-78.9300,35.1300,74,"ASOS","3344"
"KFDY","FINDLAY(AWOS",-83.6686,41.0136,248,"ASOS","3356"
"KFFO","WRIGHT-PATER",-84.0500,39.8300,251,"ASOS","3363"
"KFLG","FLAGSTAFF (A",-111.6722,35.1403,2137,"ASOS","3380"
"KFLL","FT LAUDERDAL",-80.1525,26.0681,3,"ASOS","3381"
"KFLO","FLORENCE REG",-79.7308,34.1878,45,"ASOS","3382"
"KFMH","OTIS ANGB",-70.5200,41.6500,40,"ASOS","3386"
"KFMN","FARMINGTON R",-108.2292,36.7436,1677,"ASOS","3387"
"KFMY","FORT MYERS/P",-81.8625,26.5842,5,"ASOS","3388"
"KFNT","FLINT/BISHOP",-83.7494,42.9667,238,"ASOS","3391"
"KFOD","FORT DODGE (",-94.1800,42.5500,355,"ASOS","3393"
"KFRI","FT RILEY/MAR",-96.7700,39.0500,325,"ASOS","3402"
"KFSD","SIOUX FALLS/",-96.7536,43.5769,435,"ASOS","3404"
"KFSI","FORT SILL",-98.4000,34.6500,362,"ASOS","3406"
"KFSM","FORT SMITH M",-94.3650,35.3336,142,"ASOS","3408"
"KFTW","FORT WORTH/M",-97.3642,32.8253,216,"ASOS","3415"
"KFTY","ATLANTA/FULT",-84.5244,33.7775,256,"ASOS","3416"
"KFWA","FORT WAYNE/B",-85.1953,40.9783,248,"ASOS","3420"
"KGCK","GARDEN CITY",-100.7244,37.9275,881,"ASOS","3442"
"KGDP","GUADALUPE PA",-104.8089,31.8311,1661,"ASOS","3447"
"KGEG","SPOKANE INTL",-117.5278,47.6214,723,"ASOS","3450"
"KGFA","MALMSTROM AF",-111.1800,47.5000,1075,"ASOS","3455"
"KGFK","GRAND FORKS",-97.1825,47.9481,257,"ASOS","3456"
"KGGW","GLASGOW INTL",-106.6214,48.2139,699,"ASOS","3462"
"KGJT","GRAND JUNCTI",-108.5386,39.1339,1481,"ASOS","3466"
"KGLD","GOODLAND/REN",-101.6931,39.3675,1114,"ASOS","3470"
"KGLS","GALVESTON/SC",-94.8642,29.2703,2,"ASOS","3474"
"KGNV","GAINESVILLE",-82.2756,29.6919,46,"ASOS","3484"
"KGPI","KALISPELL/GL",-114.2636,48.3042,906,"ASOS","3489"
"KGRB","GREEN BAY/ST",-88.1367,44.4794,211,"ASOS","3493"
"KGRF","FORT LEWIS/G",-122.5800,47.0800,92,"ASOS","3495"
"KGRI","GRAND ISLAND",-98.3125,40.9583,562,"ASOS","3496"
"KGRK","FORT HOOD/GR",-97.8300,31.0700,309,"ASOS","3497"
"KGRR","GRAND RAPIDS",-85.5228,42.8808,242,"ASOS","3500"
"KGSB","SEYMOUR-JOHN",-77.9700,35.3300,33,"ASOS","3502"
"KGSO","GREENSBORO/P",-79.9436,36.0975,282,"ASOS","3505"
"KGSP","GREENVILLE/S",-82.2208,34.8839,296,"ASOS","3506"
"KGTF","GREAT FALLS",-111.3822,47.4733,1120,"ASOS","3508"
"KGUP","GALLUP MUNI/",-108.7894,35.5111,1973,"ASOS","3513"
"KGUS","GRISSOM AFB/",-86.1500,40.6500,247,"ASOS","3514"
"KGWO","GREENWOOD/LE",-90.0836,33.4925,47,"ASOS","3522"
"KHIB","HIBBING-CHIS",-92.8389,47.3867,412,"ASOS","3570"
"KHIF","HILL AFB/OGD",-111.9700,41.1200,1459,"ASOS","3572"
"KHKY","HICKORY REGI",-81.3822,35.7422,362,"ASOS","3579"
"KHLN","HELENA REGIO",-111.9636,46.6056,1180,"ASOS","3583"
"KHMN","HOLLOMAN AFB",-106.1000,32.8500,1248,"ASOS","3587"
"KHON","HURON REGION",-98.2283,44.3881,392,"ASOS","3598"
"KHOP","FORT CAMPBEL",-87.5000,36.6700,174,"ASOS","3599"
"KHOU","HOUSTON/WILL",-95.2825,29.6375,14,"ASOS","3601"
"KHPN","WHITE PLAINS",-73.7075,41.0669,134,"ASOS","3602"
"KHSE","HATTERAS (AS",-75.6225,35.2322,5,"ASOS","3615"
"KHST","HOMESTEAD AF",-80.3800,25.4800,2,"ASOS","3619"
"KHSV","HUNTSVILLE/M",-86.7856,34.6436,192,"ASOS","3620"
"KHTS","HUNTINGTON/T",-82.5550,38.3650,252,"ASOS","3624"
"KHUF","TERRE HAUTE/",-87.3253,39.4417,178,"ASOS","3626"
"KHVR","HAVRE (AMOS)",-109.7633,48.5428,789,"ASOS","3631"
"KIAB","MCCONNELL AF",-97.2700,37.6200,418,"ASOS","3652"
"KIAD","WASHINGTON/D",-77.4475,38.9347,95,"ASOS","3653"
"KIAG","NIAGARA FALL",-78.9453,43.1072,180,"ASOS","3654"
"KIAH","HOUSTON/INTE",-95.3639,29.9925,29,"ASOS","3655"
"KICT","WICHITA/CONT",-97.4294,37.6472,406,"ASOS","3659"
"KIDA","IDAHO FALLS/",-112.0661,43.5208,1445,"ASOS","3660"
"KILG","WILMINGTON A",-75.6008,39.6728,24,"ASOS","3682"
"KILM","WILMINGTON/N",-77.9061,34.2683,9,"ASOS","3684"
"KIND","INDIANAPOLIS",-86.2819,39.7250,243,"ASOS","3688"
"KINL","INTERNATIONA",-93.3978,48.5619,361,"ASOS","3691"
"KINW","WINSLOW (AUT",-110.7208,35.0281,1505,"ASOS","3694"
"KIPT","WILLIAMSPORT",-76.9217,41.2433,161,"ASOS","3699"
"KISP","ISLIP/MACART",-73.1017,40.7939,30,"ASOS","3705"
"KJAN","JACKSON/THOM",-90.0775,32.3197,105,"ASOS","3720"
"KJAX","JACKSONVILLE",-81.6933,30.4944,9,"ASOS","3722"
"KJBR","JONESBORO MU",-90.6431,35.8372,79,"ASOS","3723"
"KJCT","JUNCTION (AM",-99.7664,30.5108,527,"ASOS","3724"
"KJFK","NEW YORK/JF",-73.7622,40.6386,3,"ASOS","3730"
"KJKL","JACKSON/J. C",-83.3144,37.5914,421,"ASOS","3736"
"KJLN","JOPLIN REGIO",-94.5006,37.1561,299,"ASOS","3737"
"KJXN","JACKSON/REYN",-84.4594,42.2597,305,"ASOS","3754"
"KLAF","LAFAYETTE/PU",-86.9475,40.4125,184,"ASOS","3786"
"KLAN","LANSING/CAPI",-84.5789,42.7803,262,"ASOS","3789"
"KLAS","LAS VEGAS/MC",-115.1553,36.0789,663,"ASOS","3791"
"KLAX","LOS ANGELES",-118.3889,33.9381,38,"ASOS","3793"
"KLBB","LUBBOCK INTL",-101.8214,33.6675,1000,"ASOS","3794"
"KLBF","N. PLATTE/LE",-100.6683,41.1219,846,"ASOS","3796"
"KLCH","LAKE CHARLES",-93.2233,30.1261,5,"ASOS","3802"
"KLCK","RICKENBACKER",-82.9300,39.8200,227,"ASOS","3804"
"KLEB","LEBANON MUNI",-72.3058,43.6272,182,"ASOS","3808"
"KLEX","LEXINGTON/BL",-84.6058,38.0408,298,"ASOS","3811"
"KLFI","LANGLEY AFB/",-76.3700,37.0800,3,"ASOS","3812"
"KLFK","LUFKIN/ANGEL",-94.7500,31.2339,90,"ASOS","3813"
"KLFT","LAFAYETTE RE",-91.9931,30.2022,12,"ASOS","3814"
"KLGA","NEW YORK/LA",-73.8800,40.7792,6,"ASOS","3815"
"KLGB","LONG BEACH A",-118.1464,33.8117,17,"ASOS","3816"
"KLIT","LITTLE ROCK/",-92.2361,34.7267,79,"ASOS","3829"
"KLIZ","LORING AIR F",-67.8833,46.9500,227,"ASOS","3831"
"KLMT","KLAMATH FALL",-121.7242,42.1469,1247,"ASOS","3839"
"KLND","LANDER/HUNT",-108.7281,42.8147,1703,"ASOS","3841"
"KLNK","LINCOLN MUNI",-96.7644,40.8311,370,"ASOS","3842"
"KLOU","LOUISVILLE/B",-85.6636,38.2278,166,"ASOS","3852"
"KLRF","LITTLE ROCK",-92.1500,34.9200,95,"ASOS","3858"
"KLSE","LA CROSSE MU",-91.2567,43.8794,199,"ASOS","3864"
"KLSF","FORT BENNING",-85.0000,32.3300,71,"ASOS","3865"
"KLSV","NELLIS AFB",-115.0300,36.2300,570,"ASOS","3866"
"KLTS","ALTUS AFB",-99.2700,34.6700,420,"ASOS","3867"
"KLUF","LUKE AFB/PHO",-112.3800,33.5300,332,"ASOS","3870"
"KLUK","CINCINNATI/L",-84.4158,39.1058,147,"ASOS","3872"
"KLVS","LAS VEGAS MU",-105.1425,35.6542,2096,"ASOS","3879"
"KLWS","LEWISTON (AM",-117.0144,46.3747,438,"ASOS","3886"
"KLWT","LEWISTOWN MU",-109.4664,47.0492,1270,"ASOS","3887"
"KMAF","MIDLAND REGI",-102.2086,31.9478,875,"ASOS","3913"
"KMBS","SAGINAW/TRI",-84.0806,43.5367,203,"ASOS","3921"
"KMCB","MCCOMB/LEWIS",-90.4719,31.1783,126,"ASOS","3923"
"KMCC","MCCLELLAN AF",-121.4000,38.6700,23,"ASOS","3924"
"KMCF","MACDILL AFB/",-82.5200,27.8500,4,"ASOS","3927"
"KMCI","KANSAS CITY",-94.7306,39.2972,312,"ASOS","3929"
"KMCO","ORLANDO JETP",-81.3250,28.4172,29,"ASOS","3933"
"KMCW","MASON CITY M",-93.3314,43.1578,370,"ASOS","3934"
"KMEH","MEACHAM (AMO",-118.4247,45.5114,1135,"ASOS","3945"
"KMEI","MERIDIAN/KEY",-88.7478,32.3381,90,"ASOS","3946"
"KMEM","MEMPHIS INTL",-89.9850,35.0611,101,"ASOS","3947"
"KMER","MERCED / CAS",-120.5667,37.3667,57,"ASOS","3948"
"KMFD","MANSFIELD/LA",-82.5178,40.8203,395,"ASOS","3950"
"KMFE","MCALLEN/MILL",-98.2444,26.1797,32,"ASOS","3951"
"KMFR","MEDFORD/JACK",-122.8722,42.3811,405,"ASOS","3953"
"KMGE","DOBBINS AFB/",-84.5200,33.9200,326,"ASOS","3955"
"KMGM","MONTGOMERY/D",-86.4061,32.3003,67,"ASOS","3959"
"KMGW","MORGANTOWN/H",-79.9211,39.6494,380,"ASOS","3962"
"KMHR","MATHER FIELD",-121.3000,38.5500,29,"ASOS","3967"
"KMHS","MOUNT SHASTA",-122.3161,41.3158,1077,"ASOS","3968"
"KMIA","MIAMI INTL A",-80.3164,25.7906,3,"ASOS","3972"
"KMIB","MINOT AFB",-101.3500,48.4200,508,"ASOS","3973"
"KMIV","MILLVILLE MU",-75.0783,39.3661,26,"ASOS","3977"
"KMKC","KANSAS CITY",-94.5969,39.1208,231,"ASOS","3981"
"KMKE","MILWAUKEE/MI",-87.9044,42.9550,220,"ASOS","3982"
"KMKG","MUSKEGON",-86.2367,43.1711,191,"ASOS","3983"
"KMKL","JACKSON/MCKE",-88.9167,35.5931,132,"ASOS","3986"
"KMLB","MELBOURNE RE",-80.6458,28.1028,10,"ASOS","3992"
"KMLC","MC ALESTER R",-95.7831,34.8822,234,"ASOS","3993"
"KMLI","MOLINE/QUAD",-90.5147,41.4514,179,"ASOS","3997"
"KMLS","MILES CITY",-105.8864,46.4281,801,"ASOS","4000"
"KMLU","MONROE REGIO",-92.0314,32.5117,24,"ASOS","4002"
"KMMO","MARSEILLES (",-88.6800,41.3700,225,"ASOS","4007"
"KMOB","MOBILE/BATES",-88.2456,30.6883,66,"ASOS","4016"
"KMOT","MINOT INTL A",-101.2803,48.2594,523,"ASOS","4019"
"KMRB","MARTINSBURG",-77.9844,39.4019,170,"ASOS","4032"
"KMSL","MUSCLE SHOAL",-87.5994,34.7439,167,"ASOS","4042"
"KMSN","MADISON/DANE",-89.3453,43.1406,262,"ASOS","4043"
"KMSO","MISSOULA/BEL",-114.0925,46.9208,975,"ASOS","4044"
"KMSP","MINNEAPOLIS-",-93.2289,44.8831,256,"ASOS","4045"
"KMSS","MASSENA/RICH",-74.8456,44.9358,66,"ASOS","4046"
"KMSY","NEW ORLEANS/",-90.2508,29.9928,1,"ASOS","4049"
"KMTC","SELFRIDGE AN",-82.8300,42.6200,177,"ASOS","4050"
"KMUO","MOUNTAIN HOM",-115.8700,43.0500,913,"ASOS","4062"
"KMXF","MAXWELL AFB/",-86.3700,32.3800,51,"ASOS","4079"
"KMYR","MYRTLE BEACH",-78.9300,33.6800,8,"ASOS","4084"
"KNBC","BEAUFORT MCA",-80.7031,32.4936,11,"ASOS","4102"
"KNBE","DALLAS NAS/H",-96.9700,32.7300,150,"ASOS","4103"
"KNBG","NEW ORLEANS",-90.0244,29.8372,0,"ASOS","4104"
"KNBU","GLENVIEW NAS",-87.8167,42.0833,199,"ASOS","4109"
"KNCA","NEW RIVER MC",-77.4408,34.7058,7,"ASOS","4110"
"KNEL","LAKEHURST NA",-74.3500,40.0300,31,"ASOS","4113"
"KNFL","FALLON NAS",-118.6856,39.4322,1199,"ASOS","4119"
"KNFW","FORT WORTH N",-97.4333,32.7658,198,"ASOS","4120"
"KNGP","CORPUS CHRIS",-97.2917,27.6886,5,"ASOS","4121"
"KNGU","NORFOLK NAS/",-76.2958,36.9336,4,"ASOS","4122"
"KNGZ","ALAMEDA NAS/",-122.3200,37.7800,4,"ASOS","4124"
"KNHK","PATUXENT RIV",-76.4139,38.2786,12,"ASOS","4125"
"KNHZ","BRUNSWICK NA",-69.9350,43.9003,22,"ASOS","4126"
"KNIP","JACKSONVILLE",-81.6747,30.2342,6,"ASOS","4128"
"KNKT","CHERRY POINT",-76.8808,34.8978,8,"ASOS","4133"
"KNKX","MIRAMAR NAS",-117.1425,32.8683,146,"ASOS","4134"
"KNLC","LEMOORE NAS/",-119.9381,36.3036,71,"ASOS","4135"
"KNMM","MERIDIAN NAS",-88.5431,32.5464,96,"ASOS","4137"
"KNPA","PENSACOLA NA",-87.3233,30.3561,9,"ASOS","4141"
"KNQA","MEMPHIS NAS",-89.8703,35.3567,98,"ASOS","4142"
"KNQI","KINGSVILLE N",-97.8117,27.5031,15,"ASOS","4143"
"KNQX","KEY WEST NAS",-81.6839,24.5794,1,"ASOS","4144"
"KNSE","WHITING FLD",-87.0167,30.7333,60,"ASOS","4149"
"KNTD","PT MUGU NAWS",-119.1217,34.1239,3,"ASOS","4151"
